9.552758092179931826e-03,2.878412439271303976e-06,1.121064921756806257e-03
3.675188875499920081e-06,3.112907075170968330e-06,5.574838809392219409e-03
3.157507202228520410e-02,9.999999999999999547e-07,6.150052151732634739e-03
3.020390175113317043e-03,9.888183581301729017e-04,6.076688825401917182e-02
2.941908067481718587e-03,3.460231359429950804e-02,5.157717755012849147e-03
1.220211458769052170e-03,8.659151010313084068e-04,5.487222584567458261e-02
3.443071423084962529e-02,1.747558483659379658e-03,3.370272912137111613e-03
8.281331006163713052e-03,1.596866202612156553e-06,9.226250528566116299e-03
6.237396823423790870e-02,3.278566483740078929e-03,2.125869555884216111e-03
5.622554658716678519e-03,1.695352330143455599e-02,1.818155944487684361e-01
2.911227977763205035e-02,9.999999999999999547e-07,1.881151106560480235e-03
7.666580764202169740e-04,1.014410387309278988e-01,3.056121116108721563e-04
2.567925270051459041e-02,2.281976544918755314e-03,1.163871592702088714e-03
2.632381392257257969e-03,1.046343383262549748e-02,2.724752313775323856e-03
1.982359502247374710e-03,4.743706713460932312e-02,2.580730711820595786e-03
2.642141828076599239e-03,1.911024796465749572e-03,9.147012441048662373e-03
1.331797626558481502e-02,9.683319269414902841e-03,2.466249104904592176e-02
3.058536906512267173e-06,2.582095993779649247e-03,7.978191825879325794e-03
1.841282276222586806e-02,1.291300533592607339e-02,7.809476075905446950e-03
1.903078095982006302e-03,1.466026311764975219e-06,1.339535989728034455e-02
1.429487537817609143e-03,1.145592567274346905e-02,1.325872503484172918e-02
1.084691407161441322e-02,4.367097846933101768e-02,8.072109231136359239e-03
2.063259558794399220e-02,9.999999999999999547e-07,5.714564374212898618e-04
4.006360494292914368e-03,6.248618083978220265e-03,2.414600225142243470e-02
4.852852269060308872e-06,5.227696974183808030e-06,7.330200892174524620e-03
5.208116929195526559e-03,2.164019363457739983e-06,5.839862603893313311e-03
1.394905911642381306e-02,4.051677050403072397e-03,2.180081453544314464e-03
3.492623415332903741e-02,2.097159741365157634e-02,5.954305951361205974e-04
4.656937439461638836e-03,1.813072615468428253e-02,5.883969461863328794e-04
7.776186469098033890e-03,1.484710386857234811e-03,8.326699467578055824e-04
1.089511002061374807e-02,2.152585456448370335e-02,4.177342684403308995e-04
3.448583616099754404e-03,2.555400065206291094e-03,5.551587373880372163e-03
1.643281084610387355e-02,1.115943987251360610e-06,1.721376715540384739e-02
1.115833853037834743e-02,2.296746658379354739e-06,3.184352267781633775e-03
6.646016335270404307e-06,7.207330408009706775e-06,5.121151439487148932e-03
3.057164409957939880e-02,4.845642456242871439e-03,2.291869558005151344e-04
1.633696703765535191e-02,2.195956127515007444e-03,4.023087898097967366e-03
1.495900731670005276e-03,1.713106891885141439e-02,8.578910260916013759e-04
1.723259809700371237e-02,4.336555941457007762e-02,1.280449302355437255e-03
2.891332416740878715e-03,2.720015650802361300e-06,1.842297073958784961e-02
5.517488432441105400e-02,1.404285038870596320e-03,1.671124140938978070e-02
8.164302482576343487e-03,1.392662109289060507e-02,2.268603792369521671e-02
1.151919324641731586e-02,1.476347459879553091e-02,1.046484942336780612e-02
1.914886995745342492e-03,5.913763524584377505e-03,2.760819214065994391e-03
3.132764659042446692e-02,7.282745879611443986e-04,3.613453213136631585e-03
3.371007917990664904e-02,9.999999999999999547e-07,1.854182736025554315e-03
1.531095135081334685e-02,6.496097414104504966e-04,4.099890789652539669e-04
2.237216022820335236e-03,7.036012455052223502e-02,2.370177859804610543e-03
2.925881708342090159e-02,1.933055572583663138e-03,8.735135589301350548e-04
